"","activity","subject","variable","mean"
"70",1,4,"body_gyro_y_sd",0.258157629819505
"71",1,4,"body_gyro_z_mean",-0.00255156665798958
"72",1,4,"body_gyro_z_sd",0.165557090664548
"73",1,4,"total_acc_x_mean",1.01767012106771
"74",1,4,"total_acc_x_sd",0.182891567054605
"75",1,4,"total_acc_y_mean",-0.0664847311506146
"76",1,4,"total_acc_y_sd",0.158497239559965
"77",1,4,"total_acc_z_mean",0.11900994170319
"78",1,4,"total_acc_z_sd",0.0763835890691704
"79",1,4,"x_mean",-0.43055661483918
"80",1,4,"x_sd",0.485536384535955
"81",1,5,"body_acc_x_mean",5.49378844977676e-05
"82",1,5,"body_acc_x_sd",0.230767906881349
"83",1,5,"body_acc_y_mean",-7.70382653041294e-05
"84",1,5,"body_acc_y_sd",0.185674260562418
"85",1,5,"body_acc_z_mean",0.000186927531498326
"86",1,5,"body_acc_z_sd",0.10067355651463
"87",1,5,"body_gyro_x_mean",-0.0218822389265346
"88",1,5,"body_gyro_x_sd",0.445046647545727
"89",1,5,"body_gyro_y_mean",0.00240460003061942
"90",1,5,"body_gyro_y_sd",0.381231375757818
"91",1,5,"body_gyro_z_mean",-0.00211967320304129
"92",1,5,"body_gyro_z_sd",0.332076740416909
"93",1,5,"total_acc_x_mean",1.02361758344029
"94",1,5,"total_acc_x_sd",0.230449981783372
"95",1,5,"total_acc_y_mean",-0.0823350773042439
"96",1,5,"total_acc_y_sd",0.184960360849111
"97",1,5,"total_acc_z_mean",-0.00290405617793527
"98",1,5,"total_acc_z_sd",0.0993089207683185
"99",1,5,"x_mean",-0.378535121986988
"100",1,5,"x_sd",0.471349048704243
"101",1,6,"body_acc_x_mean",0.00125361086125
"102",1,6,"body_acc_x_sd",0.229975084719683
"103",1,6,"body_acc_y_mean",0.000127318237214912
"104",1,6,"body_acc_y_sd",0.200615970686676
"105",1,6,"body_acc_z_mean",-0.000659203091705044
"106",1,6,"body_acc_z_sd",0.0921667689559645
"107",1,6,"body_gyro_x_mean",0.00223314137040214
"108",1,6,"body_gyro_x_sd",0.48410806808272
"109",1,6,"body_gyro_y_mean",-4.82396223917217e-05
"110",1,6,"body_gyro_y_sd",0.513604389795093
"111",1,6,"body_gyro_z_mean",-0.00108519217804276
"112",1,6,"body_gyro_z_sd",0.300875593158522
"113",1,6,"total_acc_x_mean",1.01452100722314
"114",1,6,"total_acc_x_sd",0.229696723480138
"115",1,6,"total_acc_y_mean",-0.196241246037771
"116",1,6,"total_acc_y_sd",0.199902269141489
"117",1,6,"total_acc_z_mean",0.0264318847108882
"118",1,6,"total_acc_z_sd",0.0908701410740415
"119",1,6,"x_mean",-0.337513362522582
"120",1,6,"x_sd",0.462995436937977
"121",1,7,"body_acc_x_mean",-0.000408617679499726
"122",1,7,"body_acc_x_sd",0.219999100901014
"123",1,7,"body_acc_y_mean",-0.000794905071299342
"124",1,7,"body_acc_y_sd",0.159364722852434
"125",1,7,"body_acc_z_mean",-0.000860403936493969
"126",1,7,"body_acc_z_sd",0.211570520952721
"127",1,7,"body_gyro_x_mean",0.0309025443534814
"128",1,7,"body_gyro_x_sd",0.434217264029174
"129",1,7,"body_gyro_y_mean",-0.00423138748870614
"130",1,7,"body_gyro_y_sd",0.590618426863777
"131",1,7,"body_gyro_z_mean",-0.00983538524273602
"132",1,7,"body_gyro_z_sd",0.294641921199683
"133",1,7,"total_acc_x_mean",0.994824180523575
"134",1,7,"total_acc_x_sd",0.219748472171841
"135",1,7,"total_acc_y_mean",-0.141635712329906
"136",1,7,"total_acc_y_sd",0.15888473332657
"137",1,7,"total_acc_z_mean",-0.16445306385065
"138",1,7,"total_acc_z_sd",0.211001516110012
"139",1,7,"x_mean",-0.306764482858546
"140",1,7,"x_sd",0.458658161670587
"141",1,8,"body_acc_x_mean",-0.000595461750553385
"142",1,8,"body_acc_x_sd",0.269916346236376
"143",1,8,"body_acc_y_mean",-0.000799741181819661
"144",1,8,"body_acc_y_sd",0.237612262257734
"145",1,8,"body_acc_z_mean",0.000348690187060547
"146",1,8,"body_acc_z_sd",0.157310138937421
"147",1,8,"body_gyro_x_mean",0.0527882514470052
"148",1,8,"body_gyro_x_sd",0.699033181307916
"149",1,8,"body_gyro_y_mean",-0.00968562202003581
"150",1,8,"body_gyro_y_sd",0.605240584484052
"151",1,8,"body_gyro_z_mean",-0.0156530862346419
"152",1,8,"body_gyro_z_sd",0.449860928634245
"153",1,8,"total_acc_x_mean",0.981214367073568
"154",1,8,"total_acc_x_sd",0.269536460827684
"155",1,8,"total_acc_y_mean",-0.199572612560449
"156",1,8,"total_acc_y_sd",0.236248073603485
"157",1,8,"total_acc_z_mean",-0.188225723926318
"158",1,8,"total_acc_z_sd",0.156496072031789
"159",1,8,"x_mean",-0.299755499867352
"160",1,8,"x_sd",0.46042789591661
"161",1,9,"body_acc_x_mean",0.000191052807671274
"162",1,9,"body_acc_x_sd",0.248879600089854
"163",1,9,"body_acc_y_mean",-0.000498834800628005
"164",1,9,"body_acc_y_sd",0.138107501057833
"165",1,9,"body_acc_z_mean",-0.000830103153215144
"166",1,9,"body_acc_z_sd",0.17243890494802
"167",1,9,"body_gyro_x_mean",-0.0548277159004477
"168",1,9,"body_gyro_x_sd",0.457859703054282
"169",1,9,"body_gyro_y_mean",0.00531838462992788
"170",1,9,"body_gyro_y_sd",0.409990209807544
"171",1,9,"body_gyro_z_mean",0.0111961964570613
"172",1,9,"body_gyro_z_sd",0.357747555082312
"173",1,9,"total_acc_x_mean",1.00907346835937
"174",1,9,"total_acc_x_sd",0.248637590816133
"175",1,9,"total_acc_y_mean",-0.0138377601220132
"176",1,9,"total_acc_y_sd",0.137630836109565
"177",1,9,"total_acc_z_mean",-0.120209197610159
"178",1,9,"total_acc_z_sd",0.1718414188799
"179",1,9,"x_mean",-0.37164660578822
"180",1,9,"x_sd",0.467267674726799
"181",1,10,"body_acc_x_mean",0.000205733081942806
"182",1,10,"body_acc_x_sd",0.268258044354336
"183",1,10,"body_acc_y_mean",6.07405887662148e-05
"184",1,10,"body_acc_y_sd",0.168678137647544
"185",1,10,"body_acc_z_mean",-0.000247713736612618
"186",1,10,"body_acc_z_sd",0.111711296653106
"187",1,10,"body_gyro_x_mean",0.0395670549963738
"188",1,10,"body_gyro_x_sd",0.511813233886342
"189",1,10,"body_gyro_y_mean",-0.00343797976463738
"190",1,10,"body_gyro_y_sd",0.575495628044352
"191",1,10,"body_gyro_z_mean",0.00546013859215802
"192",1,10,"body_gyro_z_sd",0.401886467874531
"193",1,10,"total_acc_x_mean",1.01702665511498
"194",1,10,"total_acc_x_sd",0.267994336413255
"195",1,10,"total_acc_y_mean",-0.0656056597570165
"196",1,10,"total_acc_y_sd",0.168328831964327
"197",1,10,"total_acc_z_mean",0.0482065693653921
"198",1,10,"total_acc_z_sd",0.110000860448035
"199",1,10,"x_mean",-0.327086776127028
"200",1,10,"x_sd",0.459226854544395
"201",1,11,"body_acc_x_mean",-0.00118576233387977
"202",1,11,"body_acc_x_sd",0.188938778424141
"203",1,11,"body_acc_y_mean",0.00025731045791446
"204",1,11,"body_acc_y_sd",0.163643971323513
"205",1,11,"body_acc_z_mean",0.000730493451867055
"206",1,11,"body_acc_z_sd",0.0874366773189193
"207",1,11,"body_gyro_x_mean",-0.0154888148376192
"208",1,11,"body_gyro_x_sd",0.353203059337285
"209",1,11,"body_gyro_y_mean",0.00172872601490466
"210",1,11,"body_gyro_y_sd",0.385056466445391
"211",1,11,"body_gyro_z_mean",-0.000866744037658898
"212",1,11,"body_gyro_z_sd",0.276162633742064
"213",1,11,"total_acc_x_mean",1.00387868650689
"214",1,11,"total_acc_x_sd",0.188605446228955
"215",1,11,"total_acc_y_mean",-0.19346560968549
"216",1,11,"total_acc_y_sd",0.163204744944127
"217",1,11,"total_acc_z_mean",0.126943435885395
"218",1,11,"total_acc_z_sd",0.0851817630939525
"219",1,11,"x_mean",-0.431366510871248
"220",1,11,"x_sd",0.4778994116884
"221",1,12,"body_acc_x_mean",-9.21391085156255e-05
"222",1,12,"body_acc_x_sd",0.284441839821761
"223",1,12,"body_acc_y_mean",0.000827275840871875
"224",1,12,"body_acc_y_sd",0.151588305727746
"225",1,12,"body_acc_z_mean",0.00170010802277187
"226",1,12,"body_acc_z_sd",0.10902075742299
"227",1,12,"body_gyro_x_mean",-0.0792475920826562
"228",1,12,"body_gyro_x_sd",0.396816118813245
"229",1,12,"body_gyro_y_mean",0.0180192490122781
"230",1,12,"body_gyro_y_sd",0.423503708202954
"231",1,12,"body_gyro_z_mean",0.00603742439878125
"232",1,12,"body_gyro_z_sd",0.316839166635546
"233",1,12,"total_acc_x_mean",1.0194030086875
"234",1,12,"total_acc_x_sd",0.284133132184705
"235",1,12,"total_acc_y_mean",-0.136903903354091
"236",1,12,"total_acc_y_sd",0.150803073294863
"237",1,12,"total_acc_z_mean",-0.0392852483374313
"238",1,12,"total_acc_z_sd",0.107861546930052
"239",1,12,"x_mean",-0.355560155447154
"240",1,12,"x_sd",0.465934707083466
"241",1,13,"body_acc_x_mean",-0.000348818591836623
"242",1,13,"body_acc_x_sd",0.213586445936151
"243",1,13,"body_acc_y_mean",-0.000748957699904057
"244",1,13,"body_acc_y_sd",0.196798404046767
"245",1,13,"body_acc_z_mean",-0.00103192277945998
"246",1,13,"body_acc_z_sd",0.143208220699336
"247",1,13,"body_gyro_x_mean",0.010575570404477
"248",1,13,"body_gyro_x_sd",0.545030676272071
"249",1,13,"body_gyro_y_mean",-0.00248676045489857
"250",1,13,"body_gyro_y_sd",0.54551016143661
"251",1,13,"body_gyro_z_mean",-0.0035018749915159
"252",1,13,"body_gyro_z_sd",0.31044790489081
"253",1,13,"total_acc_x_mean",0.979529870202851
"254",1,13,"total_acc_x_sd",0.213289498281179
"255",1,13,"total_acc_y_mean",-0.265994305605948
"256",1,13,"total_acc_y_sd",0.195825848154457
"257",1,13,"total_acc_z_mean",-0.135587818823191
"258",1,13,"total_acc_z_sd",0.142251295407354
"259",1,13,"x_mean",-0.316988827925179
"260",1,13,"x_sd",0.460854393995368
"261",1,14,"body_acc_x_mean",-0.00115738359675742
"262",1,14,"body_acc_x_sd",0.195502781494002
"263",1,14,"body_acc_y_mean",-0.00243394117425847
"264",1,14,"body_acc_y_sd",0.163404707458377
"265",1,14,"body_acc_z_mean",0.00051244763668697
"266",1,14,"body_acc_z_sd",0.192193593229452
"267",1,14,"body_gyro_x_mean",0.0249569189685434
"268",1,14,"body_gyro_x_sd",0.349683871511596
"269",1,14,"body_gyro_y_mean",-0.00389588568707627
"270",1,14,"body_gyro_y_sd",0.756168407808819
"271",1,14,"body_gyro_z_mean",-0.0154953113462394
"272",1,14,"body_gyro_z_sd",0.425338185587198
"273",1,14,"total_acc_x_mean",0.902426043207097
"274",1,14,"total_acc_x_sd",0.195133949310079
"275",1,14,"total_acc_y_mean",-0.254352353634767
"276",1,14,"total_acc_y_sd",0.160701936152004
"277",1,14,"total_acc_z_mean",-0.420208459625265
"278",1,14,"total_acc_z_sd",0.189349261648786
"279",1,14,"x_mean",-0.385501824502105
"280",1,14,"x_sd",0.460095719296736
"281",1,15,"body_acc_x_mean",-0.000757667256947338
"282",1,15,"body_acc_x_sd",0.219765638313079
"283",1,15,"body_acc_y_mean",2.99913346643519e-05
"284",1,15,"body_acc_y_sd",0.196293812576725
"285",1,15,"body_acc_z_mean",0.000226553781655382
"286",1,15,"body_acc_z_sd",0.0895396326095178
"287",1,15,"body_gyro_x_mean",-0.0286854263271991
"288",1,15,"body_gyro_x_sd",0.585466890014413
"289",1,15,"body_gyro_y_mean",0.00591304037698785
"290",1,15,"body_gyro_y_sd",0.445348795843613
"291",1,15,"body_gyro_z_mean",-0.000922491521652199
"292",1,15,"body_gyro_z_sd",0.25081267091808
"293",1,15,"total_acc_x_mean",1.00788240189525
"294",1,15,"total_acc_x_sd",0.219400538097489
"295",1,15,"total_acc_y_mean",-0.215537765812095
"296",1,15,"total_acc_y_sd",0.195894087017802
"297",1,15,"total_acc_z_mean",0.0691294171804601
"298",1,15,"total_acc_z_sd",0.0883895616315542
"299",1,15,"x_mean",-0.390526282476396
"300",1,15,"x_sd",0.470930092491822
"301",1,16,"body_acc_x_mean",-0.000319878514473039
"302",1,16,"body_acc_x_sd",0.194835617012663
"303",1,16,"body_acc_y_mean",-0.0017259296114568
"304",1,16,"body_acc_y_sd",0.118825464286008
"305",1,16,"body_acc_z_mean",-0.000163984418560049
"306",1,16,"body_acc_z_sd",0.154125001156551
"307",1,16,"body_gyro_x_mean",0.0128946334378661
"308",1,16,"body_gyro_x_sd",0.302848678252841
"309",1,16,"body_gyro_y_mean",0.00214181024863266
"310",1,16,"body_gyro_y_sd",0.298577277083848
"311",1,16,"body_gyro_z_mean",-0.00197736907808517
"312",1,16,"body_gyro_z_sd",0.309421606160429
"313",1,16,"total_acc_x_mean",0.99025582901348
"314",1,16,"total_acc_x_sd",0.194563896541183
"315",1,16,"total_acc_y_mean",-0.0504107102183609
"316",1,16,"total_acc_y_sd",0.117919786830547
"317",1,16,"total_acc_z_mean",-0.219284775773894
"318",1,16,"total_acc_z_sd",0.15368082241398
"319",1,16,"x_mean",-0.431362808379042
"320",1,16,"x_sd",0.477181248917123
"321",1,17,"body_acc_x_mean",-0.00107860869036885
"322",1,17,"body_acc_x_sd",0.222514844832932
"323",1,17,"body_acc_y_mean",-0.000707770505722336
"324",1,17,"body_acc_y_sd",0.169560196636379
"325",1,17,"body_acc_z_mean",-0.000490384847599897
"326",1,17,"body_acc_z_sd",0.135057838563719
"327",1,17,"body_gyro_x_mean",0.0190306804663292
"328",1,17,"body_gyro_x_sd",0.454681248789743
"329",1,17,"body_gyro_y_mean",-0.00435146661043801
"330",1,17,"body_gyro_y_sd",0.419269245893103
"331",1,17,"body_gyro_z_mean",-0.00470009816438525
"332",1,17,"body_gyro_z_sd",0.299468945994208
"333",1,17,"total_acc_x_mean",0.991004192661373
"334",1,17,"total_acc_x_sd",0.222130715108552
"335",1,17,"total_acc_y_mean",-0.162352696218427
"336",1,17,"total_acc_y_sd",0.168527619541386
"337",1,17,"total_acc_z_mean",-0.19299384288522
"338",1,17,"total_acc_z_sd",0.133887029373017
"339",1,17,"x_mean",-0.387039462708526
"340",1,17,"x_sd",0.471340331643968
"341",1,18,"body_acc_x_mean",-0.000760027319592634
"342",1,18,"body_acc_x_sd",0.20415610240115
"343",1,18,"body_acc_y_mean",-0.000348385608563058
"344",1,18,"body_acc_y_sd",0.133783984390332
"345",1,18,"body_acc_z_mean",0.00135086865554827
"346",1,18,"body_acc_z_sd",0.105830089776879
"347",1,18,"body_gyro_x_mean",-0.0126495858844866
"348",1,18,"body_gyro_x_sd",0.259074978741053
"349",1,18,"body_gyro_y_mean",0.0058543683048577
"350",1,18,"body_gyro_y_sd",0.38750133538082
"351",1,18,"body_gyro_z_mean",0.00360226082250684
"352",1,18,"body_gyro_z_sd",0.238763601143275
"353",1,18,"total_acc_x_mean",0.988319164090402
"354",1,18,"total_acc_x_sd",0.203884893323169
"355",1,18,"total_acc_y_mean",-0.236289229975809
"356",1,18,"total_acc_y_sd",0.133222658358493
"357",1,18,"total_acc_z_mean",-0.0640522971372489
"358",1,18,"total_acc_z_sd",0.10482990836454
"359",1,18,"x_mean",-0.436306077297177
"360",1,18,"x_sd",0.474007929974224
"361",1,19,"body_acc_x_mean",-0.000751080395372596
"362",1,19,"body_acc_x_sd",0.310431976578504
"363",1,19,"body_acc_y_mean",-0.00106958837692308
"364",1,19,"body_acc_y_sd",0.203620469952474
"365",1,19,"body_acc_z_mean",-0.00476649391650541
"366",1,19,"body_acc_z_sd",0.157779619340497
"367",1,19,"body_gyro_x_mean",0.000183357907902646
"368",1,19,"body_gyro_x_sd",0.849486043697414
"369",1,19,"body_gyro_y_mean",-0.000369111026676683
"370",1,19,"body_gyro_y_sd",0.679948293894196
"371",1,19,"body_gyro_z_mean",-0.00288661519673978
"372",1,19,"body_gyro_z_sd",0.435936237788276
"373",1,19,"total_acc_x_mean",0.996360136960637
"374",1,19,"total_acc_x_sd",0.310106856378112
"375",1,19,"total_acc_y_mean",-0.20607050288256
"376",1,19,"total_acc_y_sd",0.203101467004958
"377",1,19,"total_acc_z_mean",-0.0985817370919141
"378",1,19,"total_acc_z_sd",0.156256577650679
"379",1,19,"x_mean",-0.238252786596887
"380",1,19,"x_sd",0.441222720223505
"381",1,20,"body_acc_x_mean",-0.0010276069877451
"382",1,20,"body_acc_x_sd",0.258630182334024
"383",1,20,"body_acc_y_mean",-0.00213048636801471
"384",1,20,"body_acc_y_sd",0.256230959035603
"385",1,20,"body_acc_z_mean",-0.00172828794724265
"386",1,20,"body_acc_z_sd",0.141728040728408
"387",1,20,"body_gyro_x_mean",0.00439814638143383
"388",1,20,"body_gyro_x_sd",0.669660062516093
"389",1,20,"body_gyro_y_mean",0.000105807922242648
"390",1,20,"body_gyro_y_sd",0.833234082765819
"391",1,20,"body_gyro_z_mean",-0.000529692662239584
"392",1,20,"body_gyro_z_sd",0.40613599280049
"393",1,20,"total_acc_x_mean",0.971149185646446
"394",1,20,"total_acc_x_sd",0.258252229081616
"395",1,20,"total_acc_y_mean",-0.328084534117371
"396",1,20,"total_acc_y_sd",0.255801859863427
"397",1,20,"total_acc_z_mean",-0.0417760522503462
"398",1,20,"total_acc_z_sd",0.141213372526336
"399",1,20,"x_mean",-0.259518117088663
"400",1,20,"x_sd",0.458475195837703
"401",1,21,"body_acc_x_mean",0.000331328701195913
"402",1,21,"body_acc_x_sd",0.229560468795806
"403",1,21,"body_acc_y_mean",-0.000536512911009615
"404",1,21,"body_acc_y_sd",0.181803198150129
"405",1,21,"body_acc_z_mean",0.00131749951740385
"406",1,21,"body_acc_z_sd",0.152526440896031
"407",1,21,"body_gyro_x_mean",-0.0188298073208984
"408",1,21,"body_gyro_x_sd",0.496114827154748
"409",1,21,"body_gyro_y_mean",0.0069123509246244
"410",1,21,"body_gyro_y_sd",0.462934782578091
"411",1,21,"body_gyro_z_mean",0.00532825406045883
"412",1,21,"body_gyro_z_sd",0.335381408062419
"413",1,21,"total_acc_x_mean",0.94602983039363
"414",1,21,"total_acc_x_sd",0.229249678126455
"415",1,21,"total_acc_y_mean",-0.352997735120868
"416",1,21,"total_acc_y_sd",0.180889010627418
"417",1,21,"total_acc_z_mean",-0.221337923644066
"418",1,21,"total_acc_z_sd",0.152136501366683
"419",1,21,"x_mean",-0.330648706245588
"420",1,21,"x_sd",0.462261283553448
"421",1,22,"body_acc_x_mean",0.000265601642022758
"422",1,22,"body_acc_x_sd",0.323507921504673
"423",1,22,"body_acc_y_mean",0.000218613557150136
"424",1,22,"body_acc_y_sd",0.189711966857051
"425",1,22,"body_acc_z_mean",0.00039479901686481
"426",1,22,"body_acc_z_sd",0.144494337555458
"427",1,22,"body_gyro_x_mean",0.0293439759727242
"428",1,22,"body_gyro_x_sd",0.595121316882836
"429",1,22,"body_gyro_y_mean",-0.00981939026701766
"430",1,22,"body_gyro_y_sd",0.395240276464309
"431",1,22,"body_gyro_z_mean",-0.00389750708479959
"432",1,22,"body_gyro_z_sd",0.413064366663031
"433",1,22,"total_acc_x_mean",0.99799481796875
"434",1,22,"total_acc_x_sd",0.323138501957547
"435",1,22,"total_acc_y_mean",-0.241043363783033
"436",1,22,"total_acc_y_sd",0.189031009566922
"437",1,22,"total_acc_z_mean",0.0178444977972181
"438",1,22,"total_acc_z_sd",0.143829474189607
"439",1,22,"x_mean",-0.274200987116311
"440",1,22,"x_sd",0.460010818917144
"441",1,23,"body_acc_x_mean",-0.000899312020127118
"442",1,23,"body_acc_x_sd",0.224457244210728
"443",1,23,"body_acc_y_mean",-0.000641854839935117
"444",1,23,"body_acc_y_sd",0.152231087021401
"445",1,23,"body_acc_z_mean",-0.00167659521103824
"446",1,23,"body_acc_z_sd",0.212395865640463
"447",1,23,"body_gyro_x_mean",-0.0365518319021345
"448",1,23,"body_gyro_x_sd",0.442046582139685
"449",1,23,"body_gyro_y_mean",0.00465923770891128
"450",1,23,"body_gyro_y_sd",0.966147021179466
"451",1,23,"body_gyro_z_mean",0.0094571146790776
"452",1,23,"body_gyro_z_sd",0.384886236950709
"453",1,23,"total_acc_x_mean",0.999455976694915
"454",1,23,"total_acc_x_sd",0.224078378427435
"455",1,23,"total_acc_y_mean",-0.14414367002562
"456",1,23,"total_acc_y_sd",0.151450956332936
"457",1,23,"total_acc_z_mean",-0.165187134149232
"458",1,23,"total_acc_z_sd",0.211764731737959
"459",1,23,"x_mean",-0.265296718829829
"460",1,23,"x_sd",0.464098141308726
"461",1,24,"body_acc_x_mean",-0.000122607251185345
"462",1,24,"body_acc_x_sd",0.173369344453918
"463",1,24,"body_acc_y_mean",-0.00283577161773653
"464",1,24,"body_acc_y_sd",0.146233780845371
"465",1,24,"body_acc_z_mean",-0.000755922770875539
"466",1,24,"body_acc_z_sd",0.130918794864905
"467",1,24,"body_gyro_x_mean",-0.0276791369560937
"468",1,24,"body_gyro_x_sd",0.366917891364675
"469",1,24,"body_gyro_y_mean",0.00383580612878772
"470",1,24,"body_gyro_y_sd",0.394594050165022
"471",1,24,"body_gyro_z_mean",0.00480999790343831
"472",1,24,"body_gyro_z_sd",0.294573905822097
"473",1,24,"total_acc_x_mean",1.01430011880388
"474",1,24,"total_acc_x_sd",0.173006566774583
"475",1,24,"total_acc_y_mean",-0.099751265826813
"476",1,24,"total_acc_y_sd",0.144992752525762
"477",1,24,"total_acc_z_mean",-0.144756107169456
"478",1,24,"total_acc_z_sd",0.130048039406233
"479",1,24,"x_mean",-0.416975175176002
"480",1,24,"x_sd",0.473945996502654
"481",1,25,"body_acc_x_mean",0.000292015385586993
"482",1,25,"body_acc_x_sd",0.132676876214567
"483",1,25,"body_acc_y_mean",-0.000791808649862753
"484",1,25,"body_acc_y_sd",0.144914136002536
"485",1,25,"body_acc_z_mean",-0.000142045032347973
"486",1,25,"body_acc_z_sd",0.104250160459671
"487",1,25,"body_gyro_x_mean",0.0124219189608319
"488",1,25,"body_gyro_x_sd",0.523174418778638
"489",1,25,"body_gyro_y_mean",-0.00349339046467483
"490",1,25,"body_gyro_y_sd",0.305131280195338
"491",1,25,"body_gyro_z_mean",0.000200971334026605
"492",1,25,"body_gyro_z_sd",0.21389610016353
"493",1,25,"total_acc_x_mean",0.999001927037585
"494",1,25,"total_acc_x_sd",0.132071437236196
"495",1,25,"total_acc_y_mean",-0.109891550965103
"496",1,25,"total_acc_y_sd",0.143759418314236
"497",1,25,"total_acc_z_mean",0.179494807669815
"498",1,25,"total_acc_z_sd",0.101761298359176
"499",1,25,"x_mean",-0.460842122215599
"500",1,25,"x_sd",0.482757503377511
"501",1,26,"body_acc_x_mean",0.000348004589805455
"502",1,26,"body_acc_x_sd",0.215794116497439
"503",1,26,"body_acc_y_mean",0.000898068456533369
"504",1,26,"body_acc_y_sd",0.149270469865425
"505",1,26,"body_acc_z_mean",-0.000204603757272246
"506",1,26,"body_acc_z_sd",0.122889705819611
"507",1,26,"body_gyro_x_mean",0.0250968631922934
"508",1,26,"body_gyro_x_sd",0.443297879507467
"509",1,26,"body_gyro_y_mean",-0.00442977076982256
"510",1,26,"body_gyro_y_sd",0.326792843507268
"511",1,26,"body_gyro_z_mean",-0.000542557285116525
"512",1,26,"body_gyro_z_sd",0.314718968971549
"513",1,26,"total_acc_x_mean",1.01544022078919
"514",1,26,"total_acc_x_sd",0.215436420866234
"515",1,26,"total_acc_y_mean",-0.114799658944637
"516",1,26,"total_acc_y_sd",0.148481157513547
"517",1,26,"total_acc_z_mean",0.101131142356213
"518",1,26,"total_acc_z_sd",0.122367826299418
"519",1,26,"x_mean",-0.392008755561813
"520",1,26,"x_sd",0.465080130468016
"521",1,27,"body_acc_x_mean",-0.000149672883608827
"522",1,27,"body_acc_x_sd",0.213100661907851
"523",1,27,"body_acc_y_mean",0.000257155793152412
"524",1,27,"body_acc_y_sd",0.140566723323873
"525",1,27,"body_acc_z_mean",-0.00149137185294682
"526",1,27,"body_acc_z_sd",0.129394091394474
"527",1,27,"body_gyro_x_mean",-0.0597289915398026
