"subject" "activityname" "variable" "meanAvg" "stdAvg"
1 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.325961457396226 -0.182985518264151
1 "WALKING_UPSTAIRS" "fBodyGyroX" -0.492611667924528 -0.565892490754717
1 "WALKING_UPSTAIRS" "fBodyGyroY" -0.319474609056604 0.151538905566038
1 "WALKING_UPSTAIRS" "fBodyGyroZ" -0.453597213018868 -0.57170784
1 "WALKING_UPSTAIRS" "tAccX" 0.962941935097288 0.210133677853263
1 "WALKING_UPSTAIRS" "tAccY" -0.347215722982459 0.171065484037623
1 "WALKING_UPSTAIRS" "tAccZ" -0.0759891528358196 0.172738396075077
1 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.466503446226415 -0.478991622075472
1 "WALKING_UPSTAIRS" "tBodyAccJerkX" 0.101372729922642 -0.446843887735849
1 "WALKING_UPSTAIRS" "tBodyAccJerkY" 0.0194863076188679 -0.378274426037736
1 "WALKING_UPSTAIRS" "tBodyAccJerkZ" -0.0455625449113208 -0.706593530943396
1 "WALKING_UPSTAIRS" "tBodyAccMag" -0.129927630735849 -0.324970929245283
1 "WALKING_UPSTAIRS" "tBodyAccX" 0.255461689622641 -0.35470802509434
1 "WALKING_UPSTAIRS" "tBodyAccY" -0.0239531492643396 -0.00232026501698113
1 "WALKING_UPSTAIRS" "tBodyAccZ" -0.0973020020943396 -0.0194792388471698
1 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.59488286509434 -0.648553044339623
1 "WALKING_UPSTAIRS" "tBodyGyroJerkX" -0.122232768011321 -0.614786508490566
1 "WALKING_UPSTAIRS" "tBodyGyroJerkY" -0.0421485884509434 -0.601696656226415
1 "WALKING_UPSTAIRS" "tBodyGyroJerkZ" -0.0407125527654717 -0.606332002264151
1 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.126735589969811 -0.14861931805283
1 "WALKING_UPSTAIRS" "tBodyGyroX" 0.050549379754717 -0.544871104528302
1 "WALKING_UPSTAIRS" "tBodyGyroY" -0.166170015088679 0.00410518379811321
1 "WALKING_UPSTAIRS" "tBodyGyroZ" 0.0583595463981132 -0.50716867490566
1 "WALKING_UPSTAIRS" "tGravityAccMag" -0.129927630735849 -0.324970929245283
1 "WALKING_UPSTAIRS" "tGravityAccX" 0.89335109754717 -0.956367027924528
1 "WALKING_UPSTAIRS" "tGravityAccY" -0.362153364339623 -0.952849233207547
1 "WALKING_UPSTAIRS" "tGravityAccZ" -0.075402939754717 -0.912379410377358
2 "LAYING" "BodyAccX" 0.000782620459907878 0.0098467393932228
2 "LAYING" "BodyAccY" -0.000535310148371875 0.00510277494154364
2 "LAYING" "BodyAccZ" 0.00035083131030599 0.00586136617818346
2 "LAYING" "BodyGyroX" 0.00948662885829163 0.0119088920333111
2 "LAYING" "BodyGyroY" -0.0169135999761123 0.0155671989615223
2 "LAYING" "BodyGyroZ" 0.0259136753102604 0.0214119134308631
2 "LAYING" "fBodyAccJerkX" -0.985813630833333 -0.987250255833333
2 "LAYING" "fBodyAccJerkY" -0.982768250416667 -0.984987392916667
2 "LAYING" "fBodyAccJerkZ" -0.986197134583333 -0.989345368541667
2 "LAYING" "fBodyAccMag" -0.975110196458333 -0.975121387916667
2 "LAYING" "fBodyAccX" -0.976725059791667 -0.973246482083333
2 "LAYING" "fBodyAccY" -0.979800877916667 -0.981025105625
2 "LAYING" "fBodyAccZ" -0.984380981875 -0.984792185
2 "LAYING" "fBodyBodyAccJerkMag" -0.985374114791667 -0.984568489166667
2 "LAYING" "fBodyBodyGyroJerkMag" -0.990248702291667 -0.989492660416667
2 "LAYING" "fBodyBodyGyroMag" -0.972112972708333 -0.96109837875
2 "LAYING" "fBodyGyroX" -0.9864311425 -0.988860685833333
2 "LAYING" "fBodyGyroY" -0.983321635416667 -0.981910616458333
2 "LAYING" "fBodyGyroZ" -0.9626718875 -0.963174222291667
2 "LAYING" "tAccX" -0.0240110246144531 0.0057837440970888
2 "LAYING" "tAccY" 0.769108206608073 0.00411191445115856
2 "LAYING" "tAccZ" 0.630486895328776 0.00497193177537168
2 "LAYING" "tBodyAccJerkMag" -0.987741696041667 -0.98551807625
2 "LAYING" "tBodyAccJerkX" 0.0825972511666667 -0.98587216875
2 "LAYING" "tBodyAccJerkY" 0.012254788451875 -0.98317254125
2 "LAYING" "tBodyAccJerkZ" -0.00180264895625 -0.988442014375
2 "LAYING" "tBodyAccMag" -0.977435485208333 -0.972873912916667
2 "LAYING" "tBodyAccX" 0.281373403958333 -0.974059464791667
2 "LAYING" "tBodyAccY" -0.0181587397583333 -0.98027739875
2 "LAYING" "tBodyAccZ" -0.107245610416667 -0.984233296875
2 "LAYING" "tBodyGyroJerkMag" -0.991767074166667 -0.989718095208333
2 "LAYING" "tBodyGyroJerkX" -0.101974134208333 -0.993235849166667
2 "LAYING" "tBodyGyroJerkY" -0.0358590176083333 -0.989567537916667
2 "LAYING" "tBodyGyroJerkZ" -0.0701783020833333 -0.98803582125
2 "LAYING" "tBodyGyroMag" -0.950011569583333 -0.961164053958333
2 "LAYING" "tBodyGyroX" -0.01847660675 -0.988275232916667
2 "LAYING" "tBodyGyroY" -0.111800824583333 -0.982291608958333
2 "LAYING" "tBodyGyroZ" 0.144882846104167 -0.960306560416667
2 "LAYING" "tGravityAccMag" -0.977435485208333 -0.972873912916667
2 "LAYING" "tGravityAccX" -0.509754238125 -0.959014441458333
2 "LAYING" "tGravityAccY" 0.752536639375 -0.988211865208333
2 "LAYING" "tGravityAccZ" 0.646834879583333 -0.984230418125
2 "SITTING" "BodyAccX" -0.000100652413850713 0.00570006599370221
2 "SITTING" "BodyAccY" 0.000760627952901495 0.0101547066930396
2 "SITTING" "BodyAccZ" -0.000300818998898777 0.0102503102228301
2 "SITTING" "BodyGyroX" -0.0183536569299141 0.0141148265038151
2 "SITTING" "BodyGyroY" 0.0065063506496678 0.0181485853726156
2 "SITTING" "BodyGyroZ" -0.0199630489963625 0.0216553942595138
2 "SITTING" "fBodyAccJerkX" -0.987848793695652 -0.989459107391304
2 "SITTING" "fBodyAccJerkY" -0.977139702826087 -0.980804228478261
2 "SITTING" "fBodyAccJerkZ" -0.985129050217391 -0.988570804130435
2 "SITTING" "fBodyAccMag" -0.96127374826087 -0.955575602173913
2 "SITTING" "fBodyAccX" -0.985803840652174 -0.98736209
2 "SITTING" "fBodyAccY" -0.957343498478261 -0.950073754130435
2 "SITTING" "fBodyAccZ" -0.970162172608696 -0.956862864130435
2 "SITTING" "fBodyBodyAccJerkMag" -0.983874698913043 -0.984124185869565
2 "SITTING" "fBodyBodyGyroJerkMag" -0.989861950869565 -0.989632908913043
2 "SITTING" "fBodyBodyGyroMag" -0.971840596086956 -0.961385745217391
2 "SITTING" "fBodyGyroX" -0.982621389565217 -0.986808501521739
2 "SITTING" "fBodyGyroY" -0.982100923695652 -0.977356188695652
2 "SITTING" "fBodyGyroZ" -0.959814822391304 -0.963522659782609
2 "SITTING" "tAccX" 1.00072676413043 0.00364126414634849
2 "SITTING" "tAccY" -0.0866806083192255 0.0071245124028211
2 "SITTING" "tAccZ" 0.189468410155231 0.00702011215490257
2 "SITTING" "tBodyAccJerkMag" -0.986774713043478 -0.984475868043478
2 "SITTING" "tBodyAccJerkX" 0.0722564387173913 -0.988055854130435
2 "SITTING" "tBodyAccJerkY" 0.0116954511323913 -0.977983955434783
2 "SITTING" "tBodyAccJerkZ" 0.00760546929869565 -0.98751821173913
2 "SITTING" "tBodyAccMag" -0.967893623913043 -0.953081444130435
2 "SITTING" "tBodyAccX" 0.27708735173913 -0.986822279565217
2 "SITTING" "tBodyAccY" -0.0156879937282609 -0.950704499130435
2 "SITTING" "tBodyAccZ" -0.109218272456522 -0.95982817173913
2 "SITTING" "tBodyGyroJerkMag" -0.991081493913043 -0.989594919565217
2 "SITTING" "tBodyGyroJerkX" -0.0936328412826087 -0.989709023043478
2 "SITTING" "tBodyGyroJerkY" -0.0415602029130435 -0.990889614782609
2 "SITTING" "tBodyGyroJerkZ" -0.04358509665 -0.985542325652174
2 "SITTING" "tBodyGyroMag" -0.946035087173913 -0.961313624130435
2 "SITTING" "tBodyGyroX" -0.0454706620434783 -0.985742027826087
2 "SITTING" "tBodyGyroY" -0.0599286797043478 -0.978919526956522
2 "SITTING" "tBodyGyroZ" 0.0412277462173913 -0.959803708695652
2 "SITTING" "tGravityAccMag" -0.967893623913043 -0.953081444130435
2 "SITTING" "tGravityAccX" 0.940477273043478 -0.979988760869565
2 "SITTING" "tGravityAccY" -0.105630024498783 -0.956750273043478
2 "SITTING" "tGravityAccZ" 0.19872676876087 -0.954415873043478
2 "STANDING" "BodyAccX" 6.91830141262442e-05 0.00555398629324167
2 "STANDING" "BodyAccY" -0.000672778292970197 0.00902714663922681
2 "STANDING" "BodyAccZ" 0.000792520785668692 0.0120642036221216
2 "STANDING" "BodyGyroX" 0.00393201028634795 0.0252118750798988
2 "STANDING" "BodyGyroY" -0.0034766182422254 0.0238727618319271
2 "STANDING" "BodyGyroZ" 0.000664936673678241 0.0192087405353638
2 "STANDING" "fBodyAccJerkX" -0.980973241666667 -0.983007923703704
2 "STANDING" "fBodyAccJerkY" -0.970851337962963 -0.973520241111111
2 "STANDING" "fBodyAccJerkZ" -0.979775152037037 -0.984599905185185
2 "STANDING" "fBodyAccMag" -0.964052166481482 -0.960519381481482
2 "STANDING" "fBodyAccX" -0.983946739814815 -0.989056469814815
2 "STANDING" "fBodyAccY" -0.959871697407407 -0.957908842222222
2 "STANDING" "fBodyAccZ" -0.962471195740741 -0.946433583518518
2 "STANDING" "fBodyBodyAccJerkMag" -0.977065295555556 -0.97516046
2 "STANDING" "fBodyBodyGyroJerkMag" -0.977849827407407 -0.977754298148148
2 "STANDING" "fBodyBodyGyroMag" -0.961775904814815 -0.956788725740741
2 "STANDING" "fBodyGyroX" -0.967037112037037 -0.97498812462963
2 "STANDING" "fBodyGyroY" -0.972576152962963 -0.97103605037037
2 "STANDING" "fBodyGyroZ" -0.960627696111111 -0.969754295740741
2 "STANDING" "tAccX" 0.970098432566551 0.00469182515035936
2 "STANDING" "tAccY" -0.352213310112847 0.0075230827390029
